,timestamp,GyrY,GyrX,GyrZ,AccY,AccX,AccZ
191,268.002092,0.65213841199875,1.70717597007751,-0.55497080087662,0.5412130453148662,0.1303532658791051,0.8543515691951825
192,268.010425,0.72011858224869,1.82679426670074,-0.65461015701294,0.5409579374352275,0.13102510753942959,0.8595557115515887
193,268.018758,0.66474056243896,1.84641492366791,-0.66111618280411,0.540660838691556,0.13245931693485816,0.8586096277042305
194,268.027091,0.57206833362579,1.8957222700119,-0.57991909980774,0.5408921533701367,0.13144060057036736,0.8601034904012878
195,268.035424,0.62101715803146,1.81949436664581,-0.67092645168304,0.543157957038101,0.13091559312781528,0.8585455952858437
196,268.04375699999997,0.61517709493637,1.71603846549988,-0.70694005489349,0.5425241528725132,0.12956937965081633,0.8593701343147121
197,268.05208999999996,0.57801079750061,1.85671186447144,-0.73060762882233,0.5415611364403551,0.13064964693419795,0.8569399191408744
198,268.060423,0.6831060051918,1.73476243019104,-0.64164936542511,0.5399791075258836,0.12963281602275611,0.8620079196229274
199,268.068756,0.59839969873428,1.75187265872955,-0.6600147485733,0.5422969253695744,0.12971324580056326,0.8605587239168131
200,268.077089,0.71199893951416,1.75650906562805,-0.61910891532898,0.5422421864100867,0.13123362648243775,0.8593072696607937
201,268.085422,0.65972018241882,1.82487332820892,-0.69843602180481,0.5429152079990928,0.1307628714308449,0.8581424246028979
202,268.093755,0.73738265037537,1.71731925010681,-0.60591757297516,0.5414573513731663,0.13152189400731326,0.8592660086495529
203,268.102088,0.61510020494461,1.73998773097992,-0.64805293083191,0.5433533629592581,0.12914599204549998,0.8572965738724694
204,268.110421,0.6067755818367,1.80702030658722,-0.71052598953247,0.5419557921740469,0.1311654339031296,0.8627592787450673
205,268.11875399999997,0.70385348796844,1.71957314014435,-0.58388930559158,0.540822233472552,0.13058073666630918,0.8599717276436938
206,268.12708699999996,0.56522929668427,1.79943835735321,-0.74000805616379,0.5426615111681877,0.12982297916801633,0.861549377441406
207,268.13542,0.6990892291069,1.64267933368683,-0.67625421285629,0.5426670580494163,0.12860660650292244,0.8589837989028623
208,268.143753,0.73330992460251,1.69434320926666,-0.55258864164352,0.5413106023048867,0.13264282625548673,0.8559019711552835
209,268.152086,0.66118025779724,1.85527765750885,-0.73017221689224,0.5419119523496041,0.13050312898596939,0.8597594864514407
210,268.160419,0.69053411483765,1.76321983337402,-0.70337963104248,0.5415438632575836,0.1315364302421102,0.8581055427084163
211,268.168752,0.67191255092621,1.75963377952576,-0.62722849845886,0.5414839180148378,0.12998139371677347,0.8577097678671081
212,268.177085,0.65651845932007,1.74288213253021,-0.67292433977127,0.5414984664138479,0.12990812866055204,0.8584097453526092
213,268.18541799999997,0.66353672742844,1.74021828174591,-0.6010507941246,0.5435297440509408,0.13110541567510509,0.8594148013056541
214,268.19375099999996,0.68600046634674,1.66675662994385,-0.66995310783386,0.5425411827710214,0.13051129117303978,0.857317399005501
215,268.202084,0.68533444404602,1.67303216457367,-0.62484633922577,0.5403587769488898,0.13175744183209487,0.859213556562151
216,268.210417,0.65628796815872,1.66335010528564,-0.59418624639511,0.5400358900731927,0.1327234506607051,0.8566308508113938
217,268.21875,0.71238303184509,1.71486020088196,-0.61127090454102,0.5413822738491755,0.12995424319286736,0.8605966762620572
218,268.227083,0.75413429737091,1.7054340839386,-0.60917055606842,0.5393170337287745,0.13110045267611123,0.8574223031803051
219,268.235416,0.70615887641907,1.74813330173492,-0.64884704351425,0.5418979391759754,0.13140047083095613,0.858220275567502
220,268.243749,0.6841561794281,1.8234646320343,-0.64262264966965,0.5421491058505317,0.13014604850691222,0.8582689324203806
221,268.252082,0.69061100482941,1.74267721176147,-0.59751605987549,0.5431554755386041,0.1299569558124153,0.8575343112556305
222,268.26041499999997,0.70031875371933,1.76070964336395,-0.62423169612885,0.5432463178829275,0.13046136924198673,0.8609608241489959
223,268.26874799999996,0.69847452640533,1.8077118396759,-0.64351922273636,0.5402478393243285,0.13178860654636324,0.8574040082036234
224,268.277081,0.67788070440292,1.82459151744843,-0.57256770133972,0.5419143851922479,0.1303791513248367,0.8566795076642714
225,268.285414,0.84104347229004,1.82863891124725,-0.67110586166382,0.5428614421766632,0.1320111751556398,0.8588938810387438
